label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
thumbs,0.0,0.0,0.0,0.2770361006259918,-0.5957765579223633,0.002962155733257532,0.3738497793674469,-1.0046281814575195,-0.007961384020745754,0.5004523396492004,-1.2861326932907104,-0.03272334858775139,0.647907018661499,-1.4756640195846558,-0.03325861692428589,-0.11990003287792206,-1.1066550016403198,0.03856038674712181,-0.4356616139411926,-1.3226239681243896,-0.044685423374176025,-0.2792702615261078,-1.2094264030456543,-0.09255700558423996,-0.10872922092676163,-1.110378623008728,-0.1010281965136528,-0.32469823956489563,-0.9457952976226807,-0.006501033436506987,-0.686632513999939,-1.1550618410110474,-0.11973930895328522,-0.47736597061157227,-1.0038834810256958,-0.18536782264709473,-0.3239535093307495,-0.9204747676849365,-0.19970369338989258,-0.46247154474258423,-0.7670623064041138,-0.06714341044425964,-0.8262676000595093,-0.9733499884605408,-0.18555399775505066,-0.652375340461731,-0.8318530321121216,-0.23991860449314117,-0.49672871828079224,-0.7350393533706665,-0.2438284009695053,-0.5496038794517517,-0.5674771666526794,-0.12281128019094467,-0.8545669913291931,-0.7201449275016785,-0.18909142911434174,-0.7934998869895935,-0.682164192199707,-0.20733708143234253,-0.7149319052696228,-0.6300337314605713,-0.2058476358652115,0.0
thumbs,0.0,0.0,0.0,0.26528552174568176,-0.5738241672515869,0.0030088485218584538,0.36044231057167053,-0.9631018042564392,-0.01419382356107235,0.4656914472579956,-1.2319917678833008,-0.04598033055663109,0.6127519011497498,-1.3891446590423584,-0.04890892282128334,-0.13913072645664215,-1.0971863269805908,0.0043576909229159355,-0.43901872634887695,-1.271640419960022,-0.08436743170022964,-0.28907471895217896,-1.1454856395721436,-0.12698973715305328,-0.13264276087284088,-1.0597003698349,-0.13374802470207214,-0.33016514778137207,-0.9429170489311218,-0.04356987029314041,-0.6718644499778748,-1.1209756135940552,-0.15870866179466248,-0.4815509021282196,-0.9566138982772827,-0.21601898968219757,-0.3251189589500427,-0.9032683968544006,-0.22196628153324127,-0.45487818121910095,-0.7699047327041626,-0.10464231669902802,-0.8109951615333557,-0.9558929800987244,-0.2133156657218933,-0.6459125876426697,-0.800902783870697,-0.24737747013568878,-0.4995730221271515,-0.7165592908859253,-0.23854662477970123,-0.5348963737487793,-0.5824747681617737,-0.16276364028453827,-0.8398305773735046,-0.7230472564697266,-0.23259933292865753,-0.7731487154960632,-0.6603302955627441,-0.25350499153137207,-0.6870030164718628,-0.6214025020599365,-0.25170278549194336,0.0
thumbs,0.0,0.0,0.0,0.24679063260555267,-0.5704262256622314,-0.0026727186050266027,0.3783137798309326,-0.9531733989715576,-0.03973287716507912,0.4950590431690216,-1.2295198440551758,-0.09265616536140442,0.6354489326477051,-1.369909644126892,-0.1076187714934349,-0.1012284904718399,-1.102429986000061,-0.0631004050374031,-0.3967861235141754,-1.2553811073303223,-0.15389201045036316,-0.2475295215845108,-1.1386358737945557,-0.192591592669487,-0.08940618485212326,-1.064746379852295,-0.20866253972053528,-0.300729900598526,-0.9465233683586121,-0.1168549507856369,-0.6376656293869019,-1.0935633182525635,-0.2354474514722824,-0.44038090109825134,-0.9369177222251892,-0.28088945150375366,-0.28299644589424133,-0.888150691986084,-0.2875394821166992,-0.4233863353729248,-0.755149781703949,-0.18464848399162292,-0.7776860594749451,-0.9169675707817078,-0.29012560844421387,-0.605154275894165,-0.7677109837532043,-0.31081464886665344,-0.45072540640830994,-0.6871715188026428,-0.29991596937179565,-0.5157480835914612,-0.5571261644363403,-0.25114893913269043,-0.8227586150169373,-0.684954822063446,-0.34092459082603455,-0.7544108629226685,-0.6058931946754456,-0.37620678544044495,-0.6524434685707092,-0.5719040632247925,-0.38618186116218567,0.0
thumbs,0.0,0.0,0.0,0.27306821942329407,-0.5611401796340942,-0.030755486339330673,0.40210044384002686,-0.9429855942726135,-0.08530817925930023,0.5221304297447205,-1.216804027557373,-0.15446607768535614,0.6796697974205017,-1.3323328495025635,-0.1841922551393509,-0.0772693008184433,-1.1042758226394653,-0.10945483297109604,-0.3630906939506531,-1.2490620613098145,-0.221982941031456,-0.21530379354953766,-1.1320327520370483,-0.2604300379753113,-0.07126780599355698,-1.060765027999878,-0.2731832265853882,-0.26331576704978943,-0.9519878029823303,-0.15615400671958923,-0.6069015860557556,-1.090022325515747,-0.3001899719238281,-0.4081019461154938,-0.9399847984313965,-0.34107518196105957,-0.2573142945766449,-0.892723023891449,-0.34070008993148804,-0.39384838938713074,-0.7666915059089661,-0.21785691380500793,-0.7531881332397461,-0.9002248644828796,-0.3429506719112396,-0.5888971090316772,-0.7651911377906799,-0.3648936450481415,-0.43435850739479065,-0.6909226179122925,-0.34838953614234924,-0.49437350034713745,-0.5596398115158081,-0.285186231136322,-0.8027005195617676,-0.6571641564369202,-0.3887121081352234,-0.7404349446296692,-0.5896472930908203,-0.4314727783203125,-0.6444109678268433,-0.5566390752792358,-0.4419754147529602,0.0
thumbs,0.0,0.0,0.0,0.2795582115650177,-0.556044340133667,-0.0525311641395092,0.39629679918289185,-0.9154763221740723,-0.11733260005712509,0.5114993453025818,-1.168921947479248,-0.1937502920627594,0.6727828979492188,-1.2741402387619019,-0.22418297827243805,-0.09446609765291214,-1.089048147201538,-0.1344209760427475,-0.39936885237693787,-1.2103948593139648,-0.26047179102897644,-0.24806950986385345,-1.0867440700531006,-0.3134649693965912,-0.09984221309423447,-1.0245347023010254,-0.3334333896636963,-0.297990620136261,-0.9392848610877991,-0.1701337695121765,-0.6466703414916992,-1.0736877918243408,-0.32287317514419556,-0.4477539360523224,-0.9193164110183716,-0.36300206184387207,-0.2956865727901459,-0.8678592443466187,-0.35992997884750366,-0.427017480134964,-0.7710891366004944,-0.22552700340747833,-0.7902895212173462,-0.9085641503334045,-0.35762593150138855,-0.6182537078857422,-0.7465125918388367,-0.3804744482040405,-0.46311426162719727,-0.6635667085647583,-0.3633860647678375,-0.5237876176834106,-0.5883010625839233,-0.2869683802127838,-0.8336824774742126,-0.6789270639419556,-0.39679479598999023,-0.7657129764556885,-0.5821568965911865,-0.4463318884372711,-0.6750869750976562,-0.5591164231300354,-0.45938819646835327,0.0
thumbs,0.0,0.0,0.0,0.27997204661369324,-0.5502340793609619,-0.0651087686419487,0.4175305664539337,-0.8957487344741821,-0.13940048217773438,0.5518524050712585,-1.1490182876586914,-0.22507111728191376,0.7363426685333252,-1.2388358116149902,-0.2651249170303345,-0.1027643084526062,-1.068101406097412,-0.15952853858470917,-0.41510307788848877,-1.2048507928848267,-0.2995145618915558,-0.2775445580482483,-1.0826665163040161,-0.35959526896476746,-0.13189435005187988,-1.0122689008712769,-0.3834657073020935,-0.3074837625026703,-0.9313521385192871,-0.19503076374530792,-0.6910293102264404,-1.0786206722259521,-0.3535265028476715,-0.487928181886673,-0.9167870879173279,-0.3909505307674408,-0.3252854347229004,-0.8650003671646118,-0.3836680054664612,-0.44908812642097473,-0.7832744121551514,-0.24752552807331085,-0.8269694447517395,-0.9127412438392639,-0.3860955238342285,-0.6602808833122253,-0.752526044845581,-0.40268343687057495,-0.5049207210540771,-0.6699908971786499,-0.37941986322402954,-0.53809654712677,-0.6068758368492126,-0.30720165371894836,-0.8633820414543152,-0.7055943012237549,-0.42695847153663635,-0.8026944398880005,-0.6262958645820618,-0.47914981842041016,-0.7088309526443481,-0.5809824466705322,-0.48602771759033203,0.0
thumbs,0.0,0.0,0.0,0.2709079086780548,-0.5764668583869934,-0.040351323783397675,0.3906114101409912,-0.9450275897979736,-0.098012775182724,0.5292154550552368,-1.218298077583313,-0.16982503235340118,0.7071956396102905,-1.318313479423523,-0.20427915453910828,-0.10001541674137115,-1.1009571552276611,-0.1322208046913147,-0.4110870063304901,-1.2450737953186035,-0.2597995400428772,-0.28272074460983276,-1.1245828866958618,-0.31709182262420654,-0.1323038637638092,-1.0537058115005493,-0.3448520004749298,-0.30634644627571106,-0.9355773329734802,-0.1756330132484436,-0.6678194999694824,-1.0678812265396118,-0.32063567638397217,-0.491414338350296,-0.9300646781921387,-0.3639494478702545,-0.32367193698883057,-0.8584000468254089,-0.36454010009765625,-0.44652554392814636,-0.7449967265129089,-0.2344019114971161,-0.8056360483169556,-0.8843883275985718,-0.3653275966644287,-0.6544315814971924,-0.7355464696884155,-0.3903314769268036,-0.5040147304534912,-0.6536440849304199,-0.3804874122142792,-0.5433908700942993,-0.5418158173561096,-0.300750732421875,-0.8556437492370605,-0.6394686698913574,-0.409625768661499,-0.8048484921455383,-0.5607163906097412,-0.4568771421909332,-0.7205835580825806,-0.5339406132698059,-0.46829622983932495,0.0
thumbs,0.0,0.0,0.0,0.2763330340385437,-0.5695530772209167,-0.01319448184221983,0.38840141892433167,-0.9556517004966736,-0.05561592057347298,0.5281031131744385,-1.2243088483810425,-0.10997100919485092,0.7077195644378662,-1.3448207378387451,-0.13194331526756287,-0.08059713244438171,-1.1053321361541748,-0.0808504968881607,-0.3692116141319275,-1.2680615186691284,-0.18673017621040344,-0.23104511201381683,-1.141408920288086,-0.24055755138397217,-0.09057582169771194,-1.0677200555801392,-0.2658880949020386,-0.28170615434646606,-0.9502785801887512,-0.13271091878414154,-0.6186789274215698,-1.0961209535598755,-0.26109063625335693,-0.4390624761581421,-0.9510461688041687,-0.31386256217956543,-0.28247377276420593,-0.8811953067779541,-0.32710352540016174,-0.42524582147598267,-0.7645213603973389,-0.1952696442604065,-0.7530074715614319,-0.9034554958343506,-0.31175169348716736,-0.601024329662323,-0.7576130628585815,-0.34418243169784546,-0.45134395360946655,-0.6839242577552795,-0.34360674023628235,-0.5135188698768616,-0.5618771314620972,-0.2614744305610657,-0.8117282390594482,-0.6678048372268677,-0.3445662260055542,-0.761451005935669,-0.591045618057251,-0.38294583559036255,-0.6823890805244446,-0.5588067770004272,-0.3961867690086365,0.0
thumbs,0.0,0.0,0.0,0.2619403004646301,-0.5638375878334045,-0.012584111653268337,0.3906906247138977,-0.9634075164794922,-0.05301513150334358,0.5253604650497437,-1.2260878086090088,-0.11165571957826614,0.6985074281692505,-1.3540982007980347,-0.13302160799503326,-0.06437515467405319,-1.1099165678024292,-0.08090178668498993,-0.3647925555706024,-1.2838034629821777,-0.19101475179195404,-0.21162408590316772,-1.1550531387329102,-0.23448647558689117,-0.059935491532087326,-1.0736591815948486,-0.2505802810192108,-0.26933974027633667,-0.9537882804870605,-0.13320660591125488,-0.605274498462677,-1.1143561601638794,-0.27129870653152466,-0.41214901208877563,-0.955268144607544,-0.3225398659706116,-0.26046040654182434,-0.8990323543548584,-0.32531464099884033,-0.4062294363975525,-0.7769415378570557,-0.20192892849445343,-0.735504686832428,-0.9204907417297363,-0.32642456889152527,-0.5727168917655945,-0.7665823101997375,-0.349362850189209,-0.42324817180633545,-0.7029471397399902,-0.33400899171829224,-0.4965026378631592,-0.5771566033363342,-0.2701888084411621,-0.7791613936424255,-0.6874082684516907,-0.3658266067504883,-0.7125663757324219,-0.6111940145492554,-0.405968576669693,-0.6237730979919434,-0.5845560431480408,-0.4129980504512787,0.0
thumbs,0.0,0.0,0.0,0.25567564368247986,-0.543585479259491,-0.017339034005999565,0.387542724609375,-0.94358229637146,-0.0649462640285492,0.5296661853790283,-1.2197706699371338,-0.12895675003528595,0.7054889798164368,-1.352370262145996,-0.15642905235290527,-0.06886392831802368,-1.11207914352417,-0.08385636657476425,-0.36043673753738403,-1.2739826440811157,-0.19369982182979584,-0.20439399778842926,-1.1472437381744385,-0.23545773327350616,-0.04468829184770584,-1.0710538625717163,-0.25212427973747253,-0.27838608622550964,-0.9509082436561584,-0.13518379628658295,-0.5970649123191833,-1.118672490119934,-0.28289327025413513,-0.3948687016963959,-0.9567690491676331,-0.33087822794914246,-0.2564082443714142,-0.8952310681343079,-0.33197712898254395,-0.4153813421726227,-0.7736203074455261,-0.20395615696907043,-0.7344264388084412,-0.9318608045578003,-0.33692213892936707,-0.5692262649536133,-0.7728877067565918,-0.36384502053260803,-0.4205095171928406,-0.695232629776001,-0.3497425615787506,-0.5128164887428284,-0.5699588656425476,-0.2711717486381531,-0.7831439971923828,-0.6981630325317383,-0.3755665123462677,-0.7164778709411621,-0.6124494075775146,-0.419522225856781,-0.6219731569290161,-0.5831456184387207,-0.42941224575042725,0.0
